,Beast,Shirt,Neck,Hat,Eyes,Best_Friend,Nemesis,Strength,Speed,Endurance,Intelligence,Wisdom,Charisma,Class,Element,Habitat,Attribute_X,Attribute_Y,Attribute Z,D_4_6_8_10_12_20
1981,Black Sheep,Bee Costume,,Blue Party Hat,,#7337,#9244,15,9,13,10,10,13,Mage,Water,Island,49,52,1,"4, 6, 4, 2, 2, 9"
1982,Fox,Flannel,,Viking Helmet,,#7732,#6695,11,12,13,15,12,13,Warrior,Air,Plains,23,45,4,"2, 6, 6, 5, 7, 20"
1983,Rhino,Puffy Jacket,,Red Party Hat,Eyepatch,#1318,#5808,15,16,16,14,8,11,Thief,Fire,Plains,44,33,27,"1, 1, 3, 5, 5, 20"
1984,Poison Snek,,,Pink Cowboy Hat,,#3868,#6566,5,11,13,16,11,12,Mage,Earth,Plains,68,59,9,"3, 5, 8, 5, 9, 17"
1985,Brown Dog,Blue Tank,,Halo,,#2656,#5621,12,6,12,11,11,17,Warrior,Water,Island,62,43,1,"3, 5, 3, 7, 7, 8"
1986,Rabbit,,,Wizard Hat,3D Glasses,#1673,#2041,7,14,12,12,18,10,Mage,Water,Swamp,86,54,4,"2, 6, 6, 3, 1, 3"
1987,Golden Bear,Blue Tee,,Brown Hat,Pink Goggles,#2613,#7622,10,16,12,10,17,12,Warrior,Fire,Island,31,26,12,"4, 3, 2, 7, 3, 4"
1988,Lion,Toga,,Purple Top Hat,,#5141,#3589,15,10,15,11,13,10,Warrior,Water,Swamp,18,69,9,"4, 4, 3, 8, 12, 8"
1989,Purple Dragon,Blue Tank,,Chefs Hat,Pink Goggles,#5322,#1260,15,14,15,13,12,11,Thief,Water,Swamp,33,60,7,"3, 2, 6, 4, 4, 17"
1990,Bear,Green Tee,Bow Tie,Lightbulb,Sunglasses,#9247,#2610,14,13,7,13,14,14,Thief,Earth,Forest,90,34,7,"4, 1, 5, 7, 10, 11"
1991,Elephant,Puffy Jacket,,Green Top Hat,,#6616,#4931,12,12,12,11,14,16,Thief,Earth,Island,30,47,15,"3, 3, 6, 1, 9, 11"
1992,Black Bear,Blue Tee,,Witches Hat,,#7764,#3152,16,11,15,11,13,12,Thief,Air,Island,16,54,16,"2, 2, 8, 5, 2, 12"
1993,Golden Bear,Overalls,,Brown Hat,Goggles,#4538,#2576,13,14,15,10,14,4,Mage,Earth,Island,17,56,7,"3, 4, 7, 5, 6, 16"
1994,Minotaur,Brown Robe,,Blue Bow,Laser Eyes,#3495,#6452,15,14,14,15,14,9,Mage,Earth,Plains,17,52,56,"3, 6, 5, 5, 10, 12"
1995,Fox,Blue Tee,,Green Party Hat,Little Glasses,#7576,#3029,12,11,15,13,10,13,Warrior,Air,Mountain,33,63,47,"4, 1, 6, 7, 12, 15"
1996,Pig,White Tank,,Green Top Hat,,#2887,#2100,12,11,13,7,13,15,Mage,Earth,Plains,16,40,1,"1, 5, 1, 3, 4, 6"
1997,Elephant,Toga,,Viking Helmet,Sunglasses,#4046,#5754,16,15,13,9,14,11,Mage,Air,Forest,20,43,19,"4, 4, 1, 7, 12, 20"
1998,Green Cat,Red Tee,,Brown Hat,,#9088,#2933,11,11,11,18,16,11,Warrior,Earth,Mountain,8,40,6,"2, 1, 5, 1, 12, 17"
1999,Dog,White Tee,,,,#6806,#6454,11,12,13,7,8,10,Warrior,Fire,Mountain,39,55,6,"4, 1, 2, 8, 9, 17"
2000,Rhino,,,Pink Fairy Hat,,#3009,#2401,11,13,13,10,10,14,Thief,Earth,Forest,85,43,10,"1, 2, 2, 10, 5, 18"
2001,Rabbit,Brown Jacket,,Top Hat,3D Glasses,#5922,#6120,14,13,16,12,9,11,Mage,Earth,Mountain,9,59,1,"2, 5, 8, 4, 12, 12"
2002,Bear,Blue Track Jacket,,Purple Top Hat,,#2940,#2034,12,14,7,17,13,15,Thief,Air,Swamp,55,42,21,"3, 2, 8, 7, 11, 12"
2003,Black Sheep,Blue Tee,,Purple Top Hat,,#3137,#9627,14,16,16,14,17,11,Thief,Fire,Plains,28,54,37,"2, 4, 8, 3, 12, 7"
2004,Bear,Overalls,,Green Party Hat,,#7109,#7164,17,14,16,15,10,15,Thief,Fire,Swamp,84,50,5,"4, 4, 4, 2, 7, 9"
2005,Polar Bear,Brown Robe,,Blue Bow,,#8052,#1401,11,14,9,15,11,12,Thief,Air,Mountain,3,42,11,"2, 2, 1, 7, 11, 3"
2006,Snowman,Suit,,Green Bow,,#5313,#0804,9,17,17,14,9,13,Warrior,Earth,Forest,34,67,3,"4, 6, 5, 6, 4, 13"
2007,Blue Cat,Black Jacket,,Yellow Bow,Pink Goggles,#6334,#5581,13,14,7,15,10,7,Thief,Fire,Forest,49,43,11,"3, 6, 2, 5, 2, 18"
2008,Sheep,Puffy Jacket,,Ribbon,,#0962,#2805,9,12,12,13,9,16,Warrior,Fire,Forest,43,39,1,"3, 1, 1, 3, 6, 14"
2009,Monkey,Blue Tank,,Straw Hat,,#6451,#6664,10,10,16,12,15,8,Warrior,Water,Forest,65,77,4,"2, 6, 3, 10, 12, 10"
2010,Penguin,,,,Monocle,#8423,#0022,13,16,13,10,13,13,Thief,Air,Forest,37,43,19,"2, 3, 2, 1, 5, 18"
2011,Polar Bear,Blue Track Jacket,,,,#6917,#5484,11,17,10,11,14,15,Warrior,Earth,Mountain,73,34,13,"2, 1, 1, 3, 7, 8"
2012,Fox,,,Brown Hat,Pink Goggles,#5153,#5667,11,13,9,12,16,15,Thief,Water,Island,83,50,29,"3, 6, 8, 4, 8, 19"
2013,Turtle,Green Dress,,,Pink Goggles,#9440,#5773,12,10,6,12,15,12,Warrior,Fire,Island,47,67,11,"4, 3, 1, 10, 12, 15"
2014,Lion,Suit,,Blue Bow,Eyepatch,#3194,#9583,13,10,9,15,18,18,Thief,Water,Swamp,71,64,5,"1, 4, 2, 6, 2, 2"
2015,Black Sheep,,Gold Chain,Straw Hat,Pink Goggles,#8763,#2135,15,14,12,13,12,9,Thief,Air,Forest,42,38,8,"3, 5, 6, 7, 11, 20"
2016,Snek,,,Tiara,,#5554,#5272,9,11,11,8,16,16,Warrior,Air,Swamp,4,46,10,"2, 3, 4, 6, 3, 1"
2017,Rabbit,,,,,#8436,#7809,8,14,15,15,10,13,Thief,Fire,Forest,34,64,11,"1, 4, 4, 1, 3, 15"
2018,Siberian Tiger,Toga,,Purple Top Hat,,#1701,#3127,12,14,10,12,12,12,Warrior,Water,Swamp,43,62,1,"2, 3, 8, 3, 5, 6"
2019,Elephant,Red Tee,,Yellow Bow,,#4638,#0421,9,9,13,15,11,16,Warrior,Earth,Plains,20,51,1,"3, 5, 1, 6, 8, 4"
2020,Siberian Tiger,Blue Tank,,,,#7285,#4608,15,9,12,9,15,10,Thief,Air,Forest,85,57,23,"2, 3, 8, 3, 10, 19"
2021,Blue Cat,White Tank,,,,#5390,#6671,10,16,14,14,6,16,Warrior,Air,Forest,75,61,1,"2, 4, 5, 4, 9, 9"
2022,Pink Bear,White Jacket,,Red Party Hat,3D Glasses,#2328,#7548,15,10,12,11,13,13,Warrior,Water,Swamp,75,46,5,"4, 4, 3, 8, 5, 14"
2023,Panda,Black Jacket,,Crown,,#3322,#4607,17,10,15,11,15,13,Warrior,Water,Mountain,49,46,20,"3, 6, 2, 5, 1, 20"
2024,Lion,Overalls,,Green Party Hat,,#1101,#1090,10,12,14,15,9,7,Mage,Air,Island,67,55,10,"3, 2, 8, 3, 8, 10"
2025,Pig,Brown Jacket,,Green Bow,,#0789,#9466,9,11,14,14,15,15,Thief,Earth,Plains,1,53,1,"3, 2, 8, 8, 3, 13"
2026,Bear,White Shirt,,Straw Hat,,#7382,#1538,16,11,15,10,11,13,Warrior,Fire,Forest,28,45,5,"1, 2, 5, 4, 6, 11"
2027,Bear,Royal Coat,,Brown Hat,Eyepatch,#7590,#3164,12,6,18,12,8,16,Warrior,Fire,Island,90,37,13,"4, 6, 4, 4, 8, 8"
2028,Rabbit,Red Tank,,Pink Fairy Hat,,#4069,#5106,13,11,11,11,17,9,Mage,Water,Forest,54,58,22,"1, 1, 3, 5, 5, 1"
2029,Purple Cat,Red Track Jacket,,Halo,,#6424,#3916,15,14,5,7,16,10,Mage,Water,Island,44,27,10,"1, 4, 8, 1, 2, 9"
2030,Dog,,,Construction Helmet,,#9558,#5080,16,15,14,16,17,8,Mage,Air,Mountain,76,27,9,"4, 1, 5, 5, 3, 20"
2031,Snek,,,Blue Beanie,,#0072,#3890,6,14,13,11,17,11,Warrior,Water,Island,14,46,5,"4, 1, 5, 2, 8, 10"
2032,Brown Dog,Brown Robe,,Brown Hat,Eyepatch,#0032,#3548,14,6,8,11,15,7,Mage,Air,Mountain,78,37,7,"2, 6, 8, 5, 12, 9"
2033,Minotaur,,,Straw Hat,,#9080,#5125,12,9,12,11,12,13,Mage,Earth,Mountain,29,56,27,"4, 5, 6, 3, 7, 20"
2034,Rabbit,Red Tee,,,,#3478,#2002,10,17,15,9,7,15,Mage,Air,Forest,83,48,28,"2, 4, 1, 1, 7, 10"
2035,Turtle,Green Dress,,Straw Hat,,#4991,#1683,13,6,14,14,15,13,Mage,Fire,Island,17,60,10,"4, 5, 1, 9, 12, 13"
2036,Cardinal,,,Yellow Bow,,#4772,#1011,15,16,14,7,13,15,Warrior,Earth,Mountain,78,44,10,"1, 1, 2, 5, 8, 5"
2037,Medusa,Toga,,,,#2241,#0733,11,15,9,14,15,12,Thief,Earth,Swamp,15,79,14,"3, 3, 4, 8, 6, 8"
2038,Black Sheep,Red Track Jacket,,Ribbon,Eyepatch,#3001,#9077,17,10,13,13,10,13,Warrior,Fire,Forest,38,46,11,"1, 4, 3, 10, 1, 8"
2039,Tiger,,Gold Chain,Chefs Hat,,#8666,#5281,8,12,13,12,12,11,Mage,Water,Mountain,13,62,2,"4, 1, 1, 10, 9, 16"
2040,Bear,,Bow Tie,Straw Hat,,#1763,#6814,11,8,11,15,11,14,Mage,Air,Mountain,94,46,14,"4, 6, 1, 10, 12, 7"
2041,Panda,Green Dress,,Blue Party Hat,,#5832,#1986,16,10,14,9,9,16,Warrior,Earth,Forest,13,52,18,"4, 3, 3, 5, 7, 3"
2042,Monkey,Fancy Robe,,Brown Hat,,#4527,#2958,12,13,15,9,10,10,Warrior,Air,Forest,68,40,17,"2, 2, 4, 10, 5, 15"
2043,Bear,White Shirt,,,,#1652,#3765,13,12,12,8,9,15,Thief,Fire,Island,67,48,3,"2, 3, 3, 1, 8, 6"
2044,Rabbit,White Shirt,Gold Chain,Brown Hat,Eyepatch,#8313,#5583,12,15,14,14,10,16,Warrior,Earth,Mountain,78,55,6,"4, 6, 1, 8, 9, 11"
2045,Minotaur,,,Brown Hat,Pink Goggles,#7798,#2986,12,16,10,9,16,16,Mage,Earth,Swamp,41,37,1,"1, 4, 6, 8, 8, 4"
2046,Green Cat,Blue Tee,,Straw Hat,Purple Hero Mask,#8921,#3246,12,11,13,9,16,10,Mage,Earth,Swamp,37,46,27,"4, 5, 3, 8, 12, 6"
2047,Lion,Red Track Jacket,,Yellow Bow,,#7407,#7353,12,12,12,11,12,13,Warrior,Water,Mountain,35,55,23,"2, 6, 6, 3, 4, 9"
2048,Dog,Blue Track Jacket,,Pink Fairy Hat,Sunglasses,#9198,#2721,9,17,14,10,13,18,Mage,Earth,Island,89,48,30,"1, 2, 5, 9, 2, 16"
2049,Crow,,,Yellow Bow,,#0425,#2220,15,8,16,10,16,13,Thief,Air,Swamp,13,62,5,"4, 4, 1, 9, 9, 11"
2050,Pig,Armor and Cape,,Green Party Hat,,#0684,#8270,13,16,10,14,10,13,Mage,Fire,Forest,8,45,2,"2, 6, 5, 5, 1, 16"
2051,Siberian Tiger,Blue Track Jacket,,Halo,,#8178,#8052,13,12,18,12,9,11,Warrior,Fire,Island,72,49,5,"4, 1, 3, 9, 4, 18"
2052,Pig,,,Pink Fairy Hat,,#4275,#4956,12,10,12,13,11,9,Warrior,Water,Plains,21,48,1,"4, 4, 5, 7, 4, 10"
2053,Brown Dog,Green Tee,,Green Party Hat,Eyepatch,#2415,#9511,12,12,15,7,10,12,Mage,Fire,Swamp,24,49,35,"4, 2, 3, 10, 4, 4"
2054,Green Cat,Brown Robe,,Green Party Hat,,#5016,#5065,11,8,12,7,17,11,Mage,Earth,Swamp,46,58,6,"3, 2, 2, 8, 8, 3"
2055,Brown Dog,White Tank,,,,#8211,#1069,13,7,14,14,13,14,Warrior,Water,Plains,95,47,1,"4, 5, 7, 3, 10, 2"
2056,Panda,Red Track Jacket,,Brown Hat,,#7698,#5843,10,12,8,15,12,12,Mage,Earth,Mountain,36,52,3,"4, 6, 3, 4, 9, 3"
2057,Lion,Royal Coat,,,Eyepatch,#6914,#6782,11,13,7,15,16,7,Thief,Water,Island,5,47,7,"4, 4, 6, 3, 11, 10"
2058,Cardinal,,,Leaf Crown,,#9150,#4913,11,13,14,9,9,14,Warrior,Water,Plains,39,54,1,"2, 6, 6, 2, 12, 20"
2059,Pink Bear,Green Dress,,Blue Bow,Eyepatch,#9131,#4794,17,14,13,15,14,10,Thief,Fire,Forest,71,43,1,"1, 1, 8, 5, 8, 4"
2060,Tiger,Green Dress,,Construction Helmet,,#9805,#7475,11,17,15,12,15,18,Thief,Earth,Swamp,91,49,5,"2, 3, 4, 10, 11, 3"
2061,Panda,,,Pink Fairy Hat,,#6230,#7348,15,13,13,10,13,6,Mage,Earth,Mountain,16,73,3,"2, 3, 3, 1, 7, 9"
2062,Hippo,Toga,,Purple Top Hat,,#6667,#6865,13,15,7,16,12,15,Warrior,Fire,Forest,38,43,7,"3, 5, 5, 10, 2, 7"
2063,Seagull,,,Ribbon,Pink Goggles,#2526,#8602,13,15,12,8,13,9,Thief,Air,Forest,62,53,3,"4, 3, 3, 7, 8, 1"
2064,Pig,Toga,,Top Hat,Eyepatch,#5063,#9705,10,11,13,12,9,11,Thief,Fire,Swamp,48,40,4,"2, 4, 6, 10, 12, 3"
2065,Lion,Overalls,,Leaf Crown,,#9889,#4315,13,16,10,15,14,11,Warrior,Water,Mountain,56,47,6,"2, 1, 8, 1, 8, 10"
2066,Purple Monkey,Toga,,Green Top Hat,,#9523,#3720,15,16,15,12,10,13,Thief,Earth,Plains,54,48,15,"1, 1, 6, 4, 4, 12"
2067,Siberian Tiger,Purple Robe,,Leaf Crown,,#9690,#5475,8,14,9,9,9,14,Thief,Air,Swamp,21,31,37,"3, 1, 4, 1, 12, 2"
2068,Blue Cat,Blue Track Jacket,,,Eyepatch,#5176,#4583,8,14,9,10,12,15,Warrior,Air,Mountain,19,63,3,"1, 6, 3, 1, 10, 19"
2069,Green Cat,Green Tee,,Pink Fairy Hat,,#3196,#3414,15,12,12,11,16,12,Mage,Earth,Plains,64,61,26,"4, 4, 4, 1, 4, 18"
2070,Black Sheep,Overalls,,Brown Hat,Sunglasses,#1808,#9179,14,9,11,17,12,13,Thief,Water,Mountain,49,55,18,"1, 4, 7, 10, 7, 16"
2071,Fox,Pink Dress,,Straw Hat,,#8721,#0492,15,8,9,13,12,10,Warrior,Air,Plains,98,45,1,"4, 5, 8, 7, 12, 6"
2072,Hippo,Brown Jacket,,Blue Party Hat,3D Glasses,#8195,#0794,13,15,11,16,15,8,Mage,Water,Mountain,65,44,33,"4, 2, 4, 7, 1, 10"
2073,Panda,Red Track Jacket,,,,#2637,#9403,8,12,13,11,10,16,Thief,Water,Mountain,21,49,20,"2, 2, 8, 8, 6, 13"
2074,Lion,Toga,,Ribbon,,#4715,#8175,11,5,11,9,10,14,Thief,Water,Forest,85,38,30,"2, 1, 4, 10, 10, 5"
2075,Snek,,,Viking Helmet,Pink Goggles,#2941,#9979,15,12,13,13,13,14,Thief,Earth,Forest,23,50,1,"2, 3, 7, 7, 9, 12"
2076,Black Sheep,Armor and Cape,,Straw Hat,,#5983,#2928,11,14,13,7,14,15,Thief,Air,Plains,65,76,7,"3, 5, 4, 1, 4, 4"
2077,Crow,,,,Goggles,#2567,#2732,6,8,13,10,17,11,Warrior,Fire,Mountain,27,39,4,"1, 3, 2, 6, 7, 2"
2078,Deer,,,Purple Top Hat,,#4926,#2229,12,10,11,14,16,9,Mage,Earth,Swamp,74,49,3,"4, 4, 4, 10, 6, 18"
2079,Blue Cat,Overalls,,Pink Fairy Hat,3D Glasses,#2771,#2958,11,18,13,16,12,12,Thief,Air,Plains,48,49,8,"1, 3, 3, 10, 5, 18"
2080,Blue Cat,Pink Dress,,Green Bow,,#3448,#1536,14,15,15,11,9,11,Thief,Earth,Mountain,20,66,5,"4, 1, 3, 9, 8, 10"
2081,Turtle,,,Brown Hat,Sunglasses,#6958,#1255,9,12,13,12,14,14,Warrior,Air,Swamp,15,50,16,"4, 3, 4, 3, 12, 18"
2082,Monkey,Red Track Jacket,,Wizard Hat,,#2395,#3180,14,11,4,10,12,13,Mage,Air,Plains,1,51,2,"3, 6, 6, 7, 10, 13"
2083,Bear,Blazer Tee,,Blue Party Hat,,#6534,#4722,15,13,12,13,16,14,Mage,Earth,Mountain,94,60,50,"1, 4, 3, 9, 7, 18"
2084,Polar Bear,,,Viking Helmet,,#7094,#6298,11,11,15,15,13,14,Mage,Air,Island,97,50,4,"4, 5, 8, 4, 8, 9"
2085,Pink Bear,Pink Dress,,,Goggles,#9837,#7885,13,11,15,10,10,11,Mage,Water,Plains,7,57,3,"4, 1, 4, 7, 12, 14"
2086,Bear,,Bow Tie,Construction Helmet,,#0667,#7297,12,15,7,15,14,12,Warrior,Earth,Swamp,77,61,9,"4, 2, 8, 5, 10, 6"
2087,Purple Cat,Marching Band,,,,#3467,#1273,15,12,10,7,16,14,Mage,Fire,Mountain,37,61,7,"2, 2, 2, 1, 10, 8"
2088,Pig,White Tank,,Chefs Hat,,#6046,#1071,15,12,15,12,16,16,Thief,Earth,Mountain,19,32,5,"3, 2, 1, 10, 7, 7"
2089,Crow,,,Green Party Hat,Sunglasses,#6627,#2600,11,10,7,9,14,18,Mage,Earth,Plains,5,58,25,"1, 1, 6, 1, 6, 6"
2090,Purple Monkey,,Gold Chain,Top Hat,,#2832,#5164,16,17,17,13,10,11,Thief,Water,Swamp,36,61,13,"1, 6, 2, 4, 10, 17"
2091,Elephant,Green Tee,Gold Chain,,,#8027,#9003,10,11,13,11,16,14,Warrior,Water,Forest,56,55,14,"3, 6, 5, 10, 11, 19"
2092,Penguin,,,Yellow Bow,Eyepatch,#0903,#3049,15,13,10,12,14,16,Warrior,Water,Plains,21,48,34,"1, 5, 5, 8, 10, 3"
2093,Hippo,White Shirt,Bow Tie,Brown Hat,Little Glasses,#2854,#7129,11,16,16,9,9,17,Warrior,Air,Swamp,85,57,4,"2, 6, 4, 3, 5, 6"
2094,Deer,Blue Tank,Bow Tie,Top Hat,,#6674,#3102,10,15,10,9,10,13,Thief,Air,Island,41,54,10,"3, 5, 2, 8, 1, 19"
2095,Rhino,Overalls,,Blue Party Hat,,#7635,#6970,12,11,11,15,15,7,Mage,Earth,Plains,54,74,18,"3, 3, 3, 10, 5, 17"
2096,Dog,Overalls,,Straw Hat,,#9071,#3434,15,15,15,12,13,12,Mage,Earth,Mountain,20,64,20,"4, 6, 6, 10, 2, 2"
2097,Rhino,,Bow Tie,Chefs Hat,,#3144,#2893,8,9,15,16,15,12,Mage,Earth,Mountain,31,43,3,"2, 4, 1, 5, 9, 19"
2098,Purple Cat,White Shirt,Gold Chain,Straw Hat,Eyepatch,#5054,#5094,14,8,11,14,10,8,Mage,Air,Mountain,72,38,4,"1, 6, 7, 1, 11, 11"
2099,Deer,Fancy Robe,,Blue Beanie,,#9417,#3060,12,11,15,14,13,16,Warrior,Air,Island,42,56,27,"1, 5, 5, 7, 6, 5"
2100,Purple Monkey,Toga,,Yellow Bow,,#2381,#1996,10,15,11,15,12,14,Mage,Water,Plains,54,53,81,"1, 1, 5, 8, 5, 12"
2101,Purple Cat,Overalls,,Blue Bow,,#1916,#0802,10,8,11,10,12,13,Warrior,Air,Forest,47,57,8,"4, 4, 8, 5, 11, 8"
2102,Dog,Black Jacket,,,,#8203,#7238,14,11,12,11,18,12,Mage,Water,Swamp,89,51,10,"2, 2, 4, 5, 8, 20"
2103,Pink Bear,White Shirt,,Red Party Hat,,#7485,#4020,14,10,14,12,14,13,Mage,Fire,Island,25,51,42,"2, 2, 3, 10, 1, 9"
2104,Brown Dog,Suit,,,,#3833,#6899,17,10,15,13,14,14,Mage,Fire,Swamp,98,47,14,"1, 6, 6, 3, 2, 8"
2105,Tiger,Red Tank,,Wizard Hat,3D Glasses,#5149,#4417,16,14,13,10,12,14,Mage,Earth,Swamp,47,48,9,"3, 1, 2, 8, 2, 1"
2106,Pig,Green Dress,,Brown Hat,,#7755,#0774,15,7,8,9,16,16,Warrior,Fire,Mountain,16,57,20,"1, 3, 2, 10, 7, 19"
2107,Dog,Brown Jacket,,Crown,Eyepatch,#9080,#6362,14,16,10,15,13,16,Mage,Fire,Mountain,26,32,15,"2, 4, 7, 7, 9, 19"
2108,Sheep,White Tee,Gold Chain,Top Hat,,#4794,#8014,15,13,6,13,13,12,Thief,Earth,Island,40,55,23,"2, 5, 3, 2, 5, 19"
2109,Turtle,,,Pink Fairy Hat,,#4719,#8448,12,8,13,15,14,13,Thief,Fire,Island,32,64,16,"1, 1, 4, 1, 10, 11"
2110,Turtle,Blue Track Jacket,,Top Hat,,#2360,#9775,16,12,14,12,8,16,Thief,Air,Forest,53,46,17,"1, 4, 7, 9, 10, 2"
2111,Green Cat,,,Green Bow,,#6858,#7756,12,10,8,14,11,10,Mage,Earth,Plains,21,51,3,"1, 2, 5, 4, 11, 12"
2112,Siberian Tiger,Blue Tee,,Straw Hat,,#1559,#2537,10,15,16,10,9,8,Warrior,Fire,Forest,23,55,4,"3, 6, 2, 10, 12, 12"
2113,Hippo,,,Green Bow,Pink Goggles,#7242,#9500,15,12,10,10,12,13,Warrior,Fire,Forest,38,41,17,"1, 1, 6, 9, 1, 12"
2114,Pig,Red Track Jacket,,Halo,,#8892,#4311,14,14,14,11,8,8,Thief,Earth,Plains,76,54,31,"2, 6, 5, 1, 9, 17"
2115,Seagull,,,Tiara,Pink Goggles,#4628,#1016,12,14,9,9,10,17,Thief,Air,Mountain,32,56,12,"4, 6, 3, 4, 1, 19"
2116,Purple Cat,,Gold Chain,Ribbon,,#9969,#4018,9,15,14,12,7,13,Warrior,Fire,Swamp,54,42,39,"4, 1, 4, 4, 6, 14"
2117,Deer,Blue Track Jacket,,Blue Beanie,,#1324,#3487,18,11,12,9,9,12,Mage,Water,Island,51,59,24,"3, 6, 7, 1, 10, 10"
2118,Black Sheep,Armor and Cape,,,,#9051,#7427,10,13,14,12,11,14,Thief,Earth,Plains,65,48,4,"2, 5, 2, 4, 7, 11"
2119,Purple Cat,Blue Tee,,Leaf Crown,,#1167,#1390,14,14,13,14,14,15,Thief,Air,Forest,39,65,9,"2, 5, 3, 8, 10, 13"
2120,Black Sheep,Black Hoodie,,Crown,,#5845,#7480,13,11,16,7,10,14,Warrior,Air,Forest,3,48,1,"2, 3, 7, 8, 9, 8"
2121,Lion,Fancy Robe,,Chefs Hat,,#1958,#9551,13,17,14,13,14,14,Mage,Air,Forest,63,47,5,"4, 3, 7, 3, 1, 8"
2122,Chick,,,Green Party Hat,Pink Goggles,#5923,#7592,12,12,13,13,18,11,Thief,Earth,Island,12,45,8,"3, 2, 4, 4, 3, 3"
2123,Fox,Blue Tee,,Blue Party Hat,,#8470,#6398,10,10,13,15,11,16,Warrior,Earth,Plains,96,53,38,"4, 3, 1, 4, 10, 13"
2124,Golden Bear,Blue Tee,,,,#1735,#8498,13,11,6,14,15,9,Warrior,Air,Island,42,26,34,"3, 5, 8, 2, 9, 18"
2125,Minotaur,,,Top Hat,Eyepatch,#8257,#8257,12,12,11,14,15,11,Mage,Earth,Plains,59,37,20,"2, 3, 6, 5, 6, 10"
2126,Monkey,Brown Jacket,,Pink Cowboy Hat,Green Hero Mask,#6013,#2563,10,12,14,11,9,16,Thief,Fire,Forest,12,37,1,"3, 6, 1, 4, 9, 12"
2127,Golden Bear,Red Tee,,Pink Fairy Hat,Pink Goggles,#4082,#7753,11,15,15,11,11,12,Warrior,Air,Island,49,43,22,"1, 3, 2, 4, 12, 18"
2128,Monkey,Overalls,,Blue Bow,,#6565,#5634,14,8,10,16,13,12,Warrior,Water,Swamp,48,57,9,"4, 5, 4, 8, 2, 17"
2129,Sheep,Blue Tee,,,Eyepatch,#6174,#5351,12,14,11,8,14,7,Thief,Earth,Plains,24,49,18,"3, 4, 5, 8, 2, 7"
2130,Polar Bear,Blue Tee,Gold Chain,Pink Fairy Hat,Pink Goggles,#4650,#2664,13,16,11,13,14,7,Mage,Air,Plains,12,51,1,"3, 1, 2, 9, 3, 8"
2131,Brown Dog,,,Brown Hat,,#6016,#2458,14,10,12,13,11,13,Mage,Water,Mountain,50,58,1,"2, 1, 7, 10, 9, 14"
2132,Purple Cat,Black Jacket,,,Little Glasses,#9862,#0093,7,11,11,14,12,16,Thief,Earth,Mountain,95,50,41,"2, 5, 8, 2, 12, 4"
2133,Brown Dog,Green Tee,,,Purple Hero Mask,#6418,#5348,8,14,12,14,14,14,Thief,Fire,Swamp,66,71,7,"1, 4, 6, 3, 10, 1"
2134,Turtle,Green Tee,Bow Tie,Straw Hat,Sunglasses,#4389,#1756,10,11,13,17,9,11,Thief,Earth,Swamp,71,49,3,"4, 4, 7, 6, 1, 16"
2135,Fox,Suit,,Wizard Hat,,#8893,#2015,11,9,13,10,17,12,Warrior,Fire,Forest,16,51,22,"4, 3, 8, 2, 3, 9"
2136,Fox,White Shirt,Bow Tie,Purple Top Hat,,#6590,#6599,12,11,18,12,16,14,Mage,Water,Plains,76,46,19,"1, 2, 3, 5, 9, 19"
2137,Brown Dog,White Tank,Bow Tie,Purple Top Hat,,#0997,#6754,7,8,6,16,15,13,Warrior,Earth,Mountain,59,45,7,"1, 3, 6, 6, 11, 6"
2138,Polar Bear,,,Viking Helmet,Sunglasses,#0386,#9899,12,12,12,10,12,12,Warrior,Fire,Island,38,51,7,"2, 2, 2, 8, 12, 5"
2139,Purple Cat,White Shirt,,Blue Party Hat,,#0884,#5454,13,12,12,14,9,14,Warrior,Air,Swamp,80,35,9,"1, 4, 6, 10, 12, 4"
2140,Black Sheep,Black Jacket,,Top Hat,,#4104,#0253,15,16,10,14,5,17,Warrior,Air,Plains,58,61,31,"3, 6, 3, 7, 3, 11"
2141,Rhino,Suit,,Brown Hat,,#2874,#5254,12,11,9,14,15,10,Warrior,Air,Mountain,28,52,10,"3, 2, 6, 1, 10, 6"
2142,Tiger,Red Tee,Bow Tie,Blue Bow,,#6574,#1606,8,10,13,14,13,14,Mage,Water,Mountain,98,37,6,"2, 6, 7, 10, 7, 11"
2143,Polar Bear,White Shirt,,Green Bow,,#5109,#2930,14,18,13,13,12,14,Mage,Water,Swamp,18,58,33,"3, 4, 2, 5, 4, 3"
2144,Rhino,Marching Band,,Pink Fairy Hat,Eyepatch,#2326,#3727,8,10,15,14,12,14,Thief,Fire,Mountain,58,50,3,"2, 5, 7, 7, 9, 8"
2145,Black Bear,Red Tank,,Wizard Hat,,#6265,#7183,11,12,14,13,12,8,Warrior,Fire,Forest,12,44,34,"1, 5, 3, 4, 3, 5"
2146,Purple Monkey,Overalls,,Ribbon,,#7433,#9018,14,18,8,12,7,13,Warrior,Fire,Forest,9,47,9,"3, 3, 3, 3, 9, 12"
2147,Purple Cat,White Tee,,Brown Hat,,#9643,#4224,15,14,14,14,16,7,Warrior,Air,Mountain,77,45,7,"2, 3, 2, 3, 2, 20"
2148,Snek,,,Blue Party Hat,,#6708,#2159,9,12,12,12,14,15,Thief,Air,Plains,9,60,4,"4, 3, 3, 9, 7, 9"
